instruction_category,images,images_blip2_captions,instruction,reference_output,MiniGPT-4 prediction
Color,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/55_tested_skill_color_9acd06ce7318a4d5.png""]","[""a spoon full of colorful candies""]",There is one color of candy in the bowl that is missing from the spoon.  Which color is not represented in the spoon full of candies?,,One color of candy in the bowl that is missing from the spoon is not represented in the spoon full of candies.
Color,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/56_tested_skill_color_54183bb642b042a6.png""]","[""a close up of a colorful quilted blanket""]",What is every other color starting from the bottom right?,,"The colors of the fabric in the image are yellow, red, blue, and green, starting from the bottom right."
Color,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/57_tested_skill_color_5d48a2abd2561be8.png""]","[""a woman holding a tennis racket""]",How would you describe  the hair color of this person? Did she inherit this hair color?,,The hair color of this person is purple. It appears to be a natural or dyed purple color. It is not clear if she inherited this hair color or if it is a personal choice.
Color,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/58_tested_skill_color_71ed8dbc21df3800.png""]","[""a set of numbers in different colors on a white background""]",What color can you get if you mix no. 3 and no 4?,,"The colors for the numbers 3 and 4 in the image you provided are yellow, blue, red, and green."
Color,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/59_tested_skill_color_a96c1ba8720a09d5.png""]","[""a box of colored pastels on a blue background""]",What is every fifth color starting from the bottom of the middle section?,,"The color palette shown in the image is a selection of 12 colors in a range of shades and tones, from deep red to light pink. The colors are: red, orange, yellow, green, blue, purple, pink, white, gray, black, brown, and gold."
Counting,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/60_tested_skill_counting_c34a6cfbdf194dab.png""]","[""a drawing of a spiral with the words gn 13""]",If this were a cross section of a tree how old would the tree be?,,"This image appears to be a cross section of a tree, with the trunk on the left and the branches on the right. Without more information about the size of the tree, it is not possible to determine its age."
Counting,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/61_tested_skill_counting_48d5edff16731ac4.png""]","[""a wall of clocks""]","How many total clock hands, including the hands for seconds and minutes, are on these clocks combined?",,"There are 24 clock hands on these clocks combined, which include the hands for seconds and minutes."
Counting,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/62_tested_skill_counting_522e6e0a2e48ec89.png""]","[""m & m's in the shape of a heart""]",How many is there if I eat only the red and half of the white ones?,,There are 6 candy hearts on the table in the image.
Counting,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/270_tested_skill_who_to_call_Azerbaijan_State.png""]","[""an ornate building on a cloudy day""]","How many of each color is shown here, counting from most to least, and which particularly regal color doesn't appear to be represented at all?",,"This image shows a large, ornate building with several tall pillars in the front. The building appears to be made of yellow and gray stone, with several intricate carvings and decorations on the facade. There are people walking around the building and on the sidewalk in front of it. The sky is overcast, with a few clouds visible. There is no image of a person in the image."
Counting,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/64_tested_skill_counting_1d07be9ffd5bffbf.png""]","[""a person holding a rubik's cube in their hand""]",How many squares would be on this complete cube?,,This cube has 14 squares on it.
Counting,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/65_tested_skill_counting_befa7a8cf5355eb0.png""]","[""a man standing in front of some dice on a wooden table""]",Can you count all the dots on the white dice shown in the image?,,I can count five white dots on the green dice in the image.
