instruction_category,images,images_blip2_captions,instruction,reference_output,mPLUG-Owl prediction
Color,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/52_tested_skill_color_43b4a798d0e2edb5.png""]","[""five crayons are lined up on a white surface""]",Will all of these crayon colors be visible if you use them to write on a white piece of paper?,,"No, not all six crayon colors will be visible on a white piece of paper due to the properties of crayons. Crayons are made of colored wax that is melted and then applied to the paper. When the crayon is applied to paper, it leaves a waxy layer on the surface, which is usually white. The colors are only visible when the wax layer is removed, typically by rubbing it with a paper towel or another clean material. This process reveals the colored wax beneath, which is what creates the distinct color patterns and textures on the paper."
Color,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/53_tested_skill_color_5a639b9ea7739f07.png""]","[""a red bowl filled with a variety of vegetables""]",Starting with the tomato on a vine list the colors of the vegetables touching the side of the bowl.,,The red and yellow colored vegetables touching the side of the bowl are tomatoes.
Color,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/54_tested_skill_color_0fc5e500a2beaf26.png""]","[""a pile of colorful m & m's candy""]",How colors are there if I eat half of them?,,"If you take half of the M&Ms (which are colored candies), you will have a total of 12 candies in the pile. Since each M&M color has a unique hue, there would be 12 different hues of colors in the remaining half of the pile of chocolate candies."
Color,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/55_tested_skill_color_9acd06ce7318a4d5.png""]","[""a spoon full of colorful candies""]",There is one color of candy in the bowl that is missing from the spoon.  Which color is not represented in the spoon full of candies?,,"There is one color of candy in the bowl that is missing from the spoon, which is green."
Color,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/56_tested_skill_color_54183bb642b042a6.png""]","[""a close up of a colorful quilted blanket""]",What is every other color starting from the bottom right?,,"The colors in the image, other than yellow and blue, are purple and red."
Color,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/57_tested_skill_color_5d48a2abd2561be8.png""]","[""a woman holding a tennis racket""]",How would you describe  the hair color of this person? Did she inherit this hair color?,,"The hair color of this person is described as purple. The hair color could be natural or dyed, but it is not clear if the woman inherited the color or if it was a recent dye job."
Color,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/58_tested_skill_color_71ed8dbc21df3800.png""]","[""a set of numbers in different colors on a white background""]",What color can you get if you mix no. 3 and no 4?,,"If you mix no. 3 and no. 4, you will get a shade of purple."
Color,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/59_tested_skill_color_a96c1ba8720a09d5.png""]","[""a box of colored pastels on a blue background""]",What is every fifth color starting from the bottom of the middle section?,,The first color in the sequence every fifth color starting from the bottom of the middle section is purple.
Counting,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/60_tested_skill_counting_c34a6cfbdf194dab.png""]","[""a drawing of a spiral with the words gn 13""]",If this were a cross section of a tree how old would the tree be?,,"Based on the image, it is difficult to determine the exact age of the tree. However, it is likely that the tree is old or mature, given the presence of the circles in its trunk. The presence of these concentric rings suggests that the tree has grown and aged over time, which is typical for trees with a long history. It is possible that the tree is more than 350 years old, but the exact age is not certain from the image alone."
Counting,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/61_tested_skill_counting_48d5edff16731ac4.png""]","[""a wall of clocks""]","How many total clock hands, including the hands for seconds and minutes, are on these clocks combined?",,"The image does not provide a definitive count for the total clock hands, including the hands for seconds and minutes. However, there are multiple clocks visible in the room, so it is possible that there are a few clocks with seconds and minutes hands as well."
Counting,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/62_tested_skill_counting_522e6e0a2e48ec89.png""]","[""m & m's in the shape of a heart""]",How many is there if I eat only the red and half of the white ones?,,"There are two candies in the image, which means that if you eat only the red and half of the white ones, you will consume a total of one and a half candies."
