instruction_category,images,images_blip2_captions,instruction,reference_output,LlamaAdapter-v2 prediction
vasr,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/803_vasr_frowning_238.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/804_vasr_laughing_114.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/805_vasr_frowning_124.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/806_vasr_laughing_300.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/807_vasr_frowning_180.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/808_vasr_laughing_148.jpg"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/809_vasr_frowning_35.jpg""]","[""a business man and woman looking at a folder"", ""a man and woman laughing in a conference room"", ""a man in a blue shirt and tie with his hand on his chin"", ""two men smiling in front of computer screens"", ""president barack obama is looking at the camera"", ""a woman laughing on a blue background"", ""john cena vs john cena vs john cena vs john cena ""]","Given a triplet of images (A, A', B), the task is to select an image candidate B’ that completes the analogy (A to A’ is like B to what?) out of the four available B' candidates (Candidate Image 1, Candidate Image 2, Candidate Image 3, Candidate Image 4).",1,[SKIPPED]
pickapick,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/810_pickapick_a1877ac6-b428-464b-9eb2-c15a15390534.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/811_pickapick_19ab2192-6c9d-42f0-b6f8-f7491ddddbc8.png""]","[""a white cat sits in front of a large mansion"", ""a black and white cat sits in front of an open door""]","Given two images (Image 1 and Image 2), which of them is better, or if they are equally good, in terms of the fidelity and aligning with the following caption: A curious cat exploring a haunted mansion",Image 2,[SKIPPED]
pickapick,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/812_pickapick_e378ac29-ecb4-470e-b1fe-2aa1fd28b0d8.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/813_pickapick_e8e73967-570c-46a0-906f-33fca89f3b84.png""]","[""an image of a dog wearing a cowboy hat"", ""a brown poodle is sitting in a grassy field""]","Given two images (Image 1 and Image 2), which of them is better, or if they are equally good, in terms of the fidelity and aligning with the following caption: a spanish water dog breed as arthur morgan from red dead redemption",Image 1,[SKIPPED]
pickapick,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/814_pickapick_569e85b3-8db0-468d-bc68-88f12ce6c440.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/815_pickapick_d03083e2-161b-40c4-88e6-f8c5bc21502d.png""]","[""a woman in a white shirt with blue eyes"", ""a woman with freckles on her face looking at the camera""]","Given two images (Image 1 and Image 2), which of them is better, or if they are equally good, in terms of the fidelity and aligning with the following caption: Portrait of a 26yr white woman, hyper-detailed, extremely ashamed, soft skin",Image 1,[SKIPPED]
pickapick,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/816_pickapick_c48730d5-d5d6-40f8-9ee5-bff3acf89b2d.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/817_pickapick_f6a1f780-b9cf-48e5-a233-1c46bbeebeb2.png""]","[""two mannequins standing in front of a mirror"", ""a woman in a red bodysuit sitting on a couch""]","Given two images (Image 1 and Image 2), which of them is better, or if they are equally good, in terms of the fidelity and aligning with the following caption: zentai",Image 1,[SKIPPED]
pickapick,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/818_pickapick_8147e6a5-0107-4ae3-8555-be279f53d22b.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/819_pickapick_15ff1b03-8088-47bf-aa73-5bacbf67c77a.png""]","[""a cat eating a bowl of pasta"", ""a cat yawns with its mouth open""]","Given two images (Image 1 and Image 2), which of them is better, or if they are equally good, in terms of the fidelity and aligning with the following caption: A close-up photograph of a fat orange cat with lasagna in its mouth. Shot on Leica M6",Image 1,[SKIPPED]
pickapick,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/820_pickapick_fc3e9f09-b44c-40ac-ba38-3a5b88dc47df.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/821_pickapick_328802b0-46ca-43a2-82ab-ef693a3a658f.png""]","[""a black toilet in a bathroom"", ""the 2013 dodge charger is parked in front of a building""]","Given two images (Image 1 and Image 2), which of them is better, or if they are equally good, in terms of the fidelity and aligning with the following caption: toilet design toilet in style of dodge charger toilet, black, photo",Image 1,[SKIPPED]
pickapick,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/822_pickapick_fb6f6f68-6b34-47b0-8102-fa8c448b1cbe.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/823_pickapick_a1453d2b-cdc9-4de7-95bf-df36c636935d.png""]","[""a beautiful woman with red hair and blue eyes"", ""a beautiful woman with makeup on her face""]","Given two images (Image 1 and Image 2), which of them is better, or if they are equally good, in terms of the fidelity and aligning with the following caption: an attractive young woman rolling her eyes",Image 2,[SKIPPED]
pickapick,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/824_pickapick_72810083-19f5-4aba-b51e-225b42c90018.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/825_pickapick_de2a51f5-ef00-4b2a-ab7f-59c165e52bd4.png""]","[""scarlett johansson at the oscars"", ""scarlett johansson at the london premiere""]","Given two images (Image 1 and Image 2), which of them is better, or if they are equally good, in terms of the fidelity and aligning with the following caption: scarlett johansson",Equally good,[SKIPPED]
pickapick,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/826_pickapick_5e3bbddf-903a-442e-b6be-bee3fbdde75f.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/827_pickapick_470a3c64-3362-410e-8e7d-938d6ad20cd4.png""]","[""a woman in renaissance dress standing in an ornate hall"", ""a woman in renaissance dress poses for a photo""]","Given two images (Image 1 and Image 2), which of them is better, or if they are equally good, in terms of the fidelity and aligning with the following caption: RAW photo, aristocratic russian noblewoman, dressed in medieval dress, model face, come hither gesture, medieval mansion, medieval nobility, slim body, high detailed skin, 8k uhd, dslr, soft lighting, high quality, film grain, Fujifilm XT3",Image 1,[SKIPPED]
pickapick,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/828_pickapick_8126bd89-83d6-442f-882a-56dedef5468f.png"", ""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/829_pickapick_03930666-d5c7-4199-a1d8-3069b6a920c3.png""]","[""the joker and darth vader are holding light sabers"", ""the joker is holding a light saber""]","Given two images (Image 1 and Image 2), which of them is better, or if they are equally good, in terms of the fidelity and aligning with the following caption: Movie Still of The Joker wielding a red Lightsaber, Darth Joker a sinister evil clown prince of crime, HD Photograph",Image 1,[SKIPPED]
newyork,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/830_newyork_557.jpeg""]","[""a drawing of a man and woman in the woods""]",What is humorous about this image?,Apple pie is a modern food and doesn't belong.,"The humorous aspect of this image lies in the fact that the man and woman are naked and are eating a banana, which is a common fruit that is often associated with being eaten by people in various situations. The fact that they are naked and eating a banana in a jungle setting adds a lighthearted and playful touch to the scene, making it amusing and entertaining."
newyork,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/831_newyork_551.jpeg""]","[""a black and white drawing of a boat in the middle of a huge wave""]",What is humorous about this image?,The waves have a face and arms.,"The humorous aspect of this image lies in the juxtaposition of the large wave crashing into the boat, which is being steered by a person, and the presence of a woman sitting on the boat. The scene is reminiscent of a cartoon or a comic strip, where the artist has exaggerated the situation to create a humorous effect. The woman's presence on the boat, despite the dangerous situation, adds a lighthearted touch to the image, making it amusing for the viewer."
newyork,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/832_newyork_91.jpeg""]","[""a cartoon of a man on a motorcycle next to a tire""]",What is humorous about this image?,A policeman with a modern motorcycle is interacting with a caveman who only has a wheel.,"The humorous aspect of this image lies in the juxtaposition of a man in a suit and tie, carrying a briefcase, and a police officer on a motorcycle. The man is walking away from the police officer, who is riding the motorcycle, and appears to be trying to avoid the officer. This scene is amusing because it portrays a mismatch between the formal attire of the man and the casual, law enforcement setting. The man's attempt to avoid the officer adds to the comical nature of the scene."
newyork,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/833_newyork_175.jpeg""]","[""a black and white drawing of two men talking to each other""]",What is humorous about this image?,"Man fully dressed up with different gear (hiking, fighting, camping, photography etc.) is unusual.","The humorous aspect of this image lies in the contrast between the two men's attire and their actions. The man in the suit and tie is carrying a backpack, which is not typical attire for someone in a suit. This juxtaposition creates a comical scene, as the man in the suit and tie is dressed in a formal attire while carrying a backpack, which is typically associated with casual or outdoor activities. The other man, who is wearing a hoodie, is also carrying a backpack, which further emphasizes the contrast between the two men's attire and their actions."
newyork,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/834_newyork_212.jpeg""]","[""a man sits in a chair next to a rocket ship""]",What is humorous about this image?,There is a rocket ride in the middle of this man's office.,"The humorous aspect of this image lies in the fact that the man is sitting in a chair, holding a remote control, and controlling a toy rocket ship that is flying in the air. This scene is reminiscent of a child playing with a toy, but the man is an adult, which adds a sense of humor to the situation. The man's expression and the fact that he is sitting in a chair while controlling the toy rocket ship make the scene amusing and entertaining."
newyork,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/835_newyork_504.jpeg""]","[""a cartoon of a woman carrying a suitcase through an open door""]",What is humorous about this image?,The man is completely sideways and able to be lifted by the woman with one arm.,"The humorous aspect of this image lies in the fact that a man is being carried by a woman, who is walking through a doorway. This scene is unusual and unexpected, as it is not a common occurrence to see a man being carried by a woman. The image is a playful and lighthearted representation of a man being assisted by a woman, which can be interpreted as a form of care or support."
newyork,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/836_newyork_729.jpeg""]","[""a drawing of a king and queen in a hammock""]",What is humorous about this image?,There are hammocks instead of a throne.,"The humorous aspect of this image is the juxtaposition of two people, a man and a woman, sitting in a hammock together, which is typically associated with relaxation and leisure. However, in this case, the man is wearing a crown, which suggests that he is not just enjoying a casual moment but also taking on a more regal or ceremonial role. This combination of elements creates a lighthearted and amusing scene that is not typical of hammocks."
newyork,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/837_newyork_431.jpeg""]","[""a man is talking to a woman in a business suit""]",What is humorous about this image?,It is rude to wear a camera around your head during a party.,"The humorous aspect of this image lies in the fact that the three people are standing in a line, waiting to use the restroom, but they are all wearing ties. This is an unusual and unexpected situation, as people typically wear ties for formal occasions or work settings, not while using the restroom. The juxtaposition of the formal attire with the casual restroom setting creates a humorous and unexpected scenario."
newyork,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/838_newyork_607.jpeg""]","[""a man and woman are looking at a casket with a scythe""]",What is humorous about this image?,"Death can't die himself, so him being in a coffin is odd.","The humorous aspect of this image lies in the fact that the man and woman are standing next to a casket, which is a common symbol of death and mourning. However, the casket is empty, which is unexpected and comical. The empty casket suggests that the deceased person has not yet been placed inside, which is a common practice during funeral services. The presence of the man and woman standing next to the empty casket creates an amusing and unexpected situation, as they are usually expected to be present during the actual funeral service, not before it."
