instruction_category,images,images_blip2_captions,instruction,reference_output
Food Recipe,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/123_tested_skill_food_recipe_2a8ac2d049ab3aa7.png""]","[""a tray of spring rolls and dipping sauce on a table""]",What is this this and can I make multiple variations of it for a party?,
Food Recipe,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/124_tested_skill_food_recipe_d8367b6b812e6d2b.png""]","[""a bowl of pasta with ham in it""]",Is there a different type of sauce for this and what all is in it?,
Food Recipe,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/125_tested_skill_food_recipe_4db5fdeafe3312c9.png""]","[""a glass of pink smoothie next to a blender""]",What is in this and how to I make it at home?,
Food Recipe,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/126_tested_skill_food_recipe_5a5b5acbefbe79e5.png""]","[""a stack of pancakes on a white plate""]",How can I make this dish in a healthy way?,
Food Recipe,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/127_tested_skill_food_recipe_ba05f5c0f39417ae.png""]","[""fried dumplings on a blue plate""]",Can I make this without fat or oil?,
Food Recipe,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/278_tested_skill_who_to_call_Neck_pain.png""]","[""illustration of a man with a back pain""]",What ingredients do I need and what substitutions can I make?,
Food Recipe,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/129_tested_skill_food_recipe_b0ade868d846e645.png""]","[""a piece of salmon sits on top of tin foil""]",How is this cooked and what all is needed to prepare it?,
Game Playing,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/130_tested_skill_game_playing_26edf9711fa8fc61.png""]","[""a group of people playing paintball on a field""]","What is this, what is the rules, and how to you win?",
Game Playing,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/131_tested_skill_game_playing_315c7b8439a8066d.png""]","[""a woman putting a golf ball on a putting green""]",Is this person playing at a professional level? Give me your reasoning for your answer.,
Game Playing,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/132_tested_skill_game_playing_d1e84aca55529f16.png""]","[""a group of people sitting around a table""]","What are they doing, what is the point, and how can you increase your odds of winning?",
Game Playing,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/275_tested_skill_who_to_call_overflowed-toilet-bowl.png""]","[""an illustration of a blue toilet with a puddle of water coming out of it""]","Whose turn is it? Would the best move be at the top of the board, or the bottom?",
Game Playing,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/134_tested_skill_game_playing_00bb584b34600c9c.png""]","[""a close up of a go board with white and black pieces""]","What is the name of this, how is it played, and how to improve odds of winning?",
Game Playing,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/135_tested_skill_game_playing_6f79246e891030d6.png""]","[""a person holding up a rubik cube""]","How do you play this, what is the goal, and how do you do it?",
Game Playing,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/136_tested_skill_game_playing_a1a6468b7b666b1b copy.png""]","[""two men playing chess on a large chess board""]",Is this game usually played at this scale?  Would someone benefit from stretching first before playing?,
Game Playing,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/137_tested_skill_game_playing_0d7c7be2ebe4df10.png""]","[""a pool table in a dark room with balls on it""]",Can you use your hands to play with these balls? Would this game be played by a team?,
Game Playing,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/138_tested_skill_game_playing_3da897f1c876a643.png""]","[""chinese mahjong tiles on a wooden table""]",Can you play this game by yourself?  Is there an available play possible with the pieces shown?,
Game Playing,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/139_tested_skill_game_playing_647a2b892806e00e.png""]","[""a green poker table""]",Does the beverage shown play an important part of this game? Is the person sitting across the table doing better than the person who has the beverage?,
Gardening Tips,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/140_tested_skill_gardening_tips_43b4a0e9fd52b192.png""]","[""a plant with red peppers growing in pots""]",How big can this variety become? What should I do to get them to their fullest size?,
Gardening Tips,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/141_tested_skill_gardening_tips_1a59ac13b9a3dbd5.png""]","[""a vegetable garden in a raised bed""]",What are the plants and what can you do to make them grow to be huge?,
Gardening Tips,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/142_tested_skill_gardening_tips_261116ab4b051910.png""]","[""red roses on a wall with a trellis""]",How do you get them to climb the trellis?,
Gardening Tips,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/353_tested_skill_recognition_Washington_Monument_in_2017.png""]","[""clouds in the sky""]",What type of soil and food is needed for these to grow?,
Gardening Tips,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/276_tested_skill_who_to_call_Japanese_car_accident.png""]","[""a man and woman are standing in front of a car accident""]",How to care for these flowers?,
Gardening Tips,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/145_tested_skill_gardening_tips_70bff6ecf2e8b3d1.png""]","[""a field of pink flowers in the middle of a forest""]",Tips for caring for these flowers so that they thrive.,
Gardening Tips,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/295_tested_skill_solving_geometry_problems_Sphere_params.png""]","[""a diagram of a sphere with a line drawn through it""]",How can I makes these grow to be healthy and vibrant?  How much water do they need?,
Gardening Tips,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/147_tested_skill_gardening_tips_25a8f4f5979207b8.png""]","[""a bunch of red peppers growing on a plant""]",Is there a way for me to tell how hot these will be? What do I need to do to increase the hotness of them?,
Gardening Tips,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/148_tested_skill_gardening_tips_5dc00bdd163784a7.png""]","[""pink flowers in the shape of a cross on a green lawn""]",How do you plant these correctly so that they thrive?,
Gardening Tips,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/149_tested_skill_gardening_tips_9e0efe2d398466bf.png""]","[""many different colors of flowers are growing in a field""]",How can I make these grow large and healthy?,
Guesstimate of capacity,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/150_tested_skill_guesstimate_of_capacity_53edeabdb9f15eb8.png""]","[""a rusty tank on a trailer in a field""]",How much can this hold and what does it hold?,
Guesstimate of capacity,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/151_tested_skill_guesstimate_of_capacity_1dc8c1935d5f1b1e.png""]","[""a group of cardboard boxes stacked on top of each other""]",How much can fit into all of these?,
Guesstimate of capacity,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/152_tested_skill_guesstimate_of_capacity_0a006f8f53abe6f3.png""]","[""a bicycle with a box attached to it""]","How many trips would it take to bring 20 watermelons, 10 pumpkins, and one rambunctious toddler home from the market in this?",
Guesstimate of capacity,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/153_tested_skill_guesstimate_of_capacity_5da51afb9b232a4c.png""]","[""a yellow suitcase next to a red suitcase""]",Will this carry the clothes for 2 people for 2 weeks?,
Guesstimate of capacity,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/154_tested_skill_guesstimate_of_capacity_3ec938b27cbaef84.png""]","[""a bike is parked on a pole""]",How many bikes can be stored here safely? How are they secured so they are safe?,
Guesstimate of capacity,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/155_tested_skill_guesstimate_of_capacity_b7ccabb696b34b54.png""]","[""a group of green bottles on the sidewalk""]",How much liquid can be held by all of the bottles pictured?,
Guesstimate of capacity,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/156_tested_skill_guesstimate_of_capacity_124ab4a389ab9036.png""]","[""a child leaning against a red car""]",How many people can comfortable travel a long distance in this ride?,
Guesstimate of capacity,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/157_tested_skill_guesstimate_of_capacity_7670da9037a0d71e.png""]","[""a woman kneeling in front of a truck""]","How many more people of similar size as this person can be seated beside them, without touching the wheels on either side?",
Guesstimate of capacity,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/158_tested_skill_guesstimate_of_capacity_430f8ce092d7ce81.png""]","[""a yellow car parked in a parking lot""]",How many people can go to New York in this car right now?,
Guesstimate of capacity,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/159_tested_skill_guesstimate_of_capacity_43b2c2a9545dd1e5.png""]","[""a shopping cart on the floor""]",How many boxes of cereal could you fit in here?,
Hazard Identification,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/304_tested_skill_tour_guide_1200px-Rock_and_Roll_Hall_of_Fame.png""]","[""the rock and roll hall of fame in cleveland, ohio""]","In order of priority and severity, what manners of harm is this person likely to experience in this position?",
Hazard Identification,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/161_tested_skill_hazard_identification_6c878261ee2b98c5.png""]","[""a young boy swimming in a pool""]",what are the safety features and how to they work?,
Hazard Identification,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/309_tested_skill_tour_guide_800px-Stanley_Hotel.png""]","[""a large white mansion with a clock tower on the front""]",What does this mean and what is it trying to do?,
Hazard Identification,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/163_tested_skill_hazard_identification_24f026ae951892d5.png""]","[""a dirt road in the middle of a field""]","Would it be dangerous to drive fast here? What type of harm might occur to someone in a vehicle driving slowly, but with a bad suspension and worn out shocks?",
Hazard Identification,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/164_tested_skill_hazard_identification_6d3a8dc00edba94b.png""]","[""a green electrical box with a lightning bolt on it""]",What are the hazards of touching and opening this?,
